Date,Close/Last,Open,High,Low
03/28/2025,2023.27,2063.31,2063.31,2013.00
03/27/2025,2065.70,2072.48,2079.30,2057.60
03/26/2025,2073.83,2097.18,2103.71,2066.30
03/25/2025,2095.38,2108.25,2110.08,2090.04
03/24/2025,2109.38,2075.48,2110.54,2075.48
03/21/2025,2056.98,2057.79,2060.77,2040.14
03/20/2025,2068.63,2068.60,2089.98,2060.49
03/19/2025,2082.08,2051.28,2092.03,2051.28
03/18/2025,2049.94,2060.97,2060.97,2043.87
03/17/2025,2068.33,2041.52,2073.92,2039.96
03/14/2025,2044.10,2008.53,2044.51,2008.53
03/13/2025,1993.69,2026.08,2031.16,1984.92
03/12/2025,2026.47,2037.91,2050.21,2012.57
03/11/2025,2023.59,2022.52,2043.49,2001.19
03/10/2025,2019.07,2058.09,2058.09,2003.42
03/07/2025,2075.48,2065.50,2084.40,2033.69
03/06/2025,2066.55,2081.57,2093.39,2055.42
03/05/2025,2100.75,2080.49,2102.95,2066.15
03/04/2025,2079.53,2083.70,2112.10,2048.01
03/03/2025,2102.23,2168.02,2173.57,2092.17
02/28/2025,2163.07,2135.59,2163.23,2126.08
02/27/2025,2139.66,2175.13,2177.79,2139.41
02/26/2025,2174.17,2175.44,2199.92,2166.86
02/25/2025,2170.08,2180.47,2184.76,2154.35
02/24/2025,2178.27,2200.71,2202.06,2169.54
02/21/2025,2195.35,2275.96,2282.63,2194.11
02/20/2025,2261.74,2280.30,2280.30,2250.11
02/19/2025,2282.46,2278.29,2288.75,2273.63
02/18/2025,2290.35,2281.56,2294.59,2277.17
02/14/2025,2279.98,2287.85,2297.71,2276.63
02/13/2025,2282.18,2264.83,2282.42,2259.07
02/12/2025,2255.89,2250.71,2262.57,2240.51
02/11/2025,2275.70,2278.16,2282.21,2270.89
02/10/2025,2287.94,2289.38,2294.71,2281.65
02/07/2025,2279.71,2308.19,2311.51,2277.63
02/06/2025,2307.12,2323.30,2326.95,2295.68
02/05/2025,2316.23,2297.74,2316.23,2293.38
02/04/2025,2290.20,2257.19,2291.38,2257.11
02/03/2025,2258.42,2244.82,2271.21,2229.51
01/31/2025,2287.69,2307.70,2322.29,2278.78
01/30/2025,2307.45,2299.82,2320.53,2293.71
01/29/2025,2283.10,2286.57,2300.87,2269.11
01/28/2025,2288.86,2287.11,2294.67,2275.08
01/27/2025,2284.02,2290.15,2311.79,2273.67
01/24/2025,2307.74,2312.38,2322.27,2303.15
01/23/2025,2314.60,2296.11,2314.72,2289.27
01/22/2025,2303.72,2316.14,2318.63,2301.90
01/21/2025,2317.97,2286.40,2318.81,2286.40
01/17/2025,2275.88,2281.66,2289.97,2269.22
01/16/2025,2266.79,2261.97,2273.04,2252.89
01/15/2025,2263.29,2256.56,2278.17,2252.74
01/14/2025,2219.24,2206.16,2221.33,2194.85
01/13/2025,2194.40,2176.49,2194.69,2158.63
01/10/2025,2189.23,2215.23,2215.23,2176.03
01/08/2025,2238.96,2236.12,2241.89,2211.71
01/07/2025,2249.80,2271.31,2286.18,2236.55
01/06/2025,2266.65,2275.71,2292.30,2264.42
01/03/2025,2268.47,2237.73,2269.05,2237.73
01/02/2025,2231.67,2241.82,2261.75,2219.92
12/31/2024,2230.16,2237.93,2250.40,2224.53
12/30/2024,2227.78,2230.83,2237.92,2202.67
12/27/2024,2244.59,2268.97,2273.80,2227.17
12/26/2024,2280.19,2248.80,2281.83,2243.80
12/24/2024,2259.85,2240.25,2259.85,2233.31
12/23/2024,2237.44,2239.09,2241.91,2219.42
12/20/2024,2242.37,2201.71,2264.48,2194.90
12/19/2024,2221.50,2251.09,2265.35,2217.15
12/18/2024,2231.51,2342.28,2349.98,2215.74
12/17/2024,2334.08,2350.79,2354.56,2329.26
12/16/2024,2361.99,2344.87,2370.43,2339.74
12/13/2024,2346.90,2357.80,2361.84,2336.28
12/12/2024,2361.08,2387.38,2391.86,2360.59
12/11/2024,2394.16,2399.05,2407.74,2386.37
12/10/2024,2382.77,2392.43,2402.66,2378.61
12/09/2024,2392.84,2418.83,2428.16,2392.70
12/06/2024,2408.99,2408.09,2414.18,2401.77
12/05/2024,2396.17,2425.04,2425.81,2395.16
12/04/2024,2426.56,2419.10,2430.03,2412.74
12/03/2024,2416.35,2433.91,2435.31,2412.85
12/02/2024,2434.14,2437.21,2442.61,2420.71
11/29/2024,2434.73,2433.00,2445.64,2433.00
11/27/2024,2426.19,2430.13,2449.86,2424.51
11/26/2024,2424.31,2439.02,2439.02,2415.92
11/25/2024,2442.03,2419.08,2466.49,2419.08
11/22/2024,2406.67,2366.44,2409.22,2366.44
11/21/2024,2364.02,2331.46,2372.25,2331.46
11/20/2024,2325.53,2323.31,2325.88,2303.79
11/19/2024,2324.83,2295.78,2325.06,2284.20
11/18/2024,2306.34,2306.52,2322.07,2301.87
11/15/2024,2303.84,2339.96,2346.45,2297.52
11/14/2024,2336.94,2374.14,2379.59,2333.27
11/13/2024,2369.37,2401.85,2414.55,2368.47
11/12/2024,2391.85,2428.14,2432.40,2387.81
11/11/2024,2434.98,2411.70,2441.72,2411.70
11/08/2024,2399.64,2384.08,2401.91,2376.42
11/07/2024,2382.69,2391.26,2402.36,2378.17
11/06/2024,2392.92,2300.98,2393.85,2300.98
11/05/2024,2260.84,2216.62,2260.92,2212.27
11/04/2024,2219.03,2206.56,2233.19,2200.30
11/01/2024,2210.13,2202.18,2227.35,2202.18
10/31/2024,2196.65,2231.37,2232.16,2196.65
10/30/2024,2233.04,2232.66,2260.48,2229.79
10/29/2024,2238.09,2236.51,2238.09,2221.75
10/28/2024,2244.07,2217.67,2247.38,2217.67
10/25/2024,2207.99,2225.77,2236.69,2207.24
10/24/2024,2218.92,2216.99,2227.00,2206.35
10/23/2024,2213.84,2224.65,2226.41,2195.47
10/22/2024,2231.53,2235.77,2235.77,2225.06
10/21/2024,2239.71,2275.33,2275.60,2238.30
10/18/2024,2276.09,2283.76,2287.15,2275.49
10/17/2024,2280.85,2287.41,2288.64,2272.01
10/16/2024,2286.68,2260.14,2289.49,2260.14
10/15/2024,2249.82,2246.52,2272.16,2243.71
10/14/2024,2248.64,2233.70,2250.23,2228.25
10/11/2024,2234.41,2188.63,2234.96,2188.63
10/10/2024,2188.42,2186.56,2188.42,2170.61
10/09/2024,2200.59,2194.24,2213.14,2190.46
10/08/2024,2194.98,2194.05,2201.91,2188.24
10/07/2024,2193.09,2206.09,2206.09,2181.24
10/04/2024,2212.80,2211.14,2214.86,2196.12
10/03/2024,2180.15,2181.75,2189.39,2173.30
10/02/2024,2195.00,2189.28,2204.51,2184.74
10/01/2024,2197.03,2223.12,2223.57,2186.86
09/30/2024,2229.97,2216.43,2234.13,2209.88
09/27/2024,2224.70,2229.95,2243.65,2218.79
09/26/2024,2209.87,2223.23,2227.89,2206.33
09/25/2024,2197.45,2223.89,2224.09,2196.89
09/24/2024,2223.99,2228.75,2230.38,2212.88
09/23/2024,2220.28,2230.98,2238.41,2215.26
09/20/2024,2227.89,2249.13,2249.13,2227.19
09/19/2024,2252.71,2233.28,2258.78,2233.28
09/18/2024,2206.34,2206.51,2259.25,2197.85
09/17/2024,2205.48,2199.17,2229.00,2199.17
09/16/2024,2189.17,2186.13,2192.12,2178.40
09/13/2024,2182.49,2143.28,2183.54,2143.28
09/12/2024,2129.43,2109.09,2138.50,2102.36
09/11/2024,2103.85,2090.86,2105.36,2058.68
09/10/2024,2097.44,2099.88,2101.85,2072.89
09/09/2024,2097.78,2093.09,2115.08,2093.09
09/06/2024,2091.41,2133.16,2139.66,2087.95
09/05/2024,2132.05,2146.54,2150.69,2126.20
09/04/2024,2145.22,2144.59,2166.04,2138.82
09/03/2024,2149.21,2206.41,2206.41,2145.47
08/30/2024,2217.63,2208.70,2218.05,2192.41
08/29/2024,2202.98,2199.11,2223.01,2192.43
08/28/2024,2188.64,2198.05,2202.98,2180.16
08/27/2024,2203.00,2210.88,2210.88,2195.07
08/26/2024,2217.92,2230.21,2237.69,2216.94
08/23/2024,2218.70,2159.98,2222.75,2159.98
08/22/2024,2150.03,2170.73,2174.88,2147.87
08/21/2024,2170.56,2146.61,2171.27,2146.61
08/20/2024,2142.19,2164.56,2165.35,2138.15
08/19/2024,2167.50,2143.98,2167.51,2143.98
08/16/2024,2141.92,2131.17,2149.84,2130.71
08/15/2024,2135.47,2117.56,2145.26,2117.56
08/14/2024,2084.32,2103.84,2104.71,2077.27
08/13/2024,2095.19,2073.77,2098.70,2068.96
08/12/2024,2062.08,2083.05,2085.03,2058.12
08/09/2024,2080.92,2085.50,2086.76,2068.92
08/08/2024,2084.42,2056.90,2084.89,2054.57
08/07/2024,2035.11,2088.11,2094.80,2033.96
08/06/2024,2064.30,2045.20,2087.04,2035.52
08/05/2024,2039.16,2021.86,2061.74,1993.27
08/02/2024,2109.31,2127.25,2127.25,2090.84
08/01/2024,2186.16,2253.50,2262.73,2171.05
07/31/2024,2254.48,2253.57,2300.00,2242.77
07/30/2024,2243.14,2242.44,2255.86,2231.02
07/29/2024,2235.33,2265.61,2269.16,2228.17
07/26/2024,2260.07,2247.82,2267.91,2238.67
07/25/2024,2222.98,2201.67,2255.71,2199.62
07/24/2024,2195.37,2232.84,2246.85,2195.37
07/23/2024,2243.27,2210.65,2253.93,2208.41
07/22/2024,2220.65,2191.23,2223.09,2176.48
07/19/2024,2184.35,2189.23,2194.20,2179.95
07/18/2024,2198.29,2233.97,2261.16,2189.63
07/17/2024,2239.67,2246.44,2278.13,2236.25
07/16/2024,2263.67,2198.43,2265.21,2198.43
07/15/2024,2187.02,2162.00,2198.49,2160.50
07/12/2024,2148.27,2139.23,2163.60,2139.23
07/11/2024,2125.04,2081.70,2128.55,2081.70
07/10/2024,2051.75,2037.08,2051.75,2032.18
07/09/2024,2029.47,2035.76,2039.97,2023.92
07/08/2024,2038.67,2038.38,2050.16,2036.55
07/05/2024,2026.73,2031.88,2032.51,2019.06
07/03/2024,2036.62,2038.41,2039.09,2035.56
07/02/2024,2033.87,2031.07,2037.21,2027.78
07/01/2024,2030.07,2050.60,2053.35,2024.41
06/28/2024,2047.69,2050.56,2057.28,2033.70
06/27/2024,2038.34,2020.95,2038.47,2020.25
06/26/2024,2018.12,2014.18,2020.39,2010.36
06/25/2024,2022.35,2029.66,2029.66,2017.65
06/24/2024,2030.81,2023.23,2043.10,2023.23
06/21/2024,2022.03,2016.35,2022.26,2006.85
06/20/2024,2017.39,2021.91,2033.28,2012.51
06/18/2024,2025.23,2022.09,2033.55,2020.82
06/17/2024,2022.01,2002.57,2024.91,1993.23
06/14/2024,2006.16,2020.19,2020.19,1999.02
06/13/2024,2038.91,2053.53,2053.57,2025.64
06/12/2024,2057.10,2065.79,2088.53,2052.17
06/11/2024,2024.35,2019.12,2027.53,2006.07
06/10/2024,2031.61,2012.22,2033.65,2008.30
06/07/2024,2026.55,2035.12,2043.46,2023.14
06/06/2024,2049.44,2058.48,2060.45,2046.53
06/05/2024,2063.87,2044.15,2063.87,2036.34
06/04/2024,2033.94,2050.39,2050.39,2032.14
06/03/2024,2059.68,2082.40,2088.15,2048.06
05/31/2024,2070.13,2061.23,2073.67,2047.40
05/30/2024,2056.60,2043.73,2063.19,2043.73
05/29/2024,2036.19,2050.46,2050.46,2036.13
05/28/2024,2066.85,2075.72,2086.28,2057.69
05/24/2024,2069.67,2061.00,2070.23,2056.35
05/23/2024,2048.41,2089.52,2090.39,2040.68
05/22/2024,2081.71,2093.73,2096.89,2075.78
05/21/2024,2098.36,2097.47,2101.60,2094.02
05/20/2024,2102.50,2096.49,2109.70,2095.00
05/17/2024,2095.72,2103.67,2104.13,2090.44
05/16/2024,2096.25,2107.09,2107.36,2095.82
05/15/2024,2109.46,2105.42,2112.32,2095.43
05/14/2024,2085.69,2078.74,2088.36,2076.03
05/13/2024,2062.12,2072.14,2081.45,2062.12
05/10/2024,2059.78,2079.95,2082.04,2054.87
05/09/2024,2073.63,2056.98,2075.37,2053.05
05/08/2024,2055.13,2050.78,2055.64,2043.85
05/07/2024,2064.65,2062.16,2077.81,2062.16
05/06/2024,2060.67,2048.51,2064.29,2048.51
05/03/2024,2035.72,2044.22,2054.85,2030.82
05/02/2024,2016.11,1998.32,2016.50,1984.68
05/01/2024,1980.23,1973.37,2017.70,1968.03
04/30/2024,1973.91,2001.71,2003.41,1973.85
04/29/2024,2016.03,2005.10,2020.63,2005.10
04/26/2024,2002.00,1984.53,2005.01,1984.42
04/25/2024,1981.12,1980.53,1984.49,1957.82
04/24/2024,1995.43,2000.45,2006.13,1983.62
04/23/2024,2002.64,1969.74,2010.48,1969.64
04/22/2024,1967.47,1953.24,1978.43,1947.85
04/19/2024,1947.66,1935.77,1956.30,1931.54
04/18/2024,1942.96,1951.24,1971.39,1941.32
04/17/2024,1947.95,1977.29,1982.84,1947.75
04/16/2024,1967.48,1965.85,1976.21,1953.01
04/15/2024,1975.71,2010.91,2016.66,1968.11
04/12/2024,2003.17,2031.08,2032.94,1994.83
04/11/2024,2042.60,2036.23,2045.04,2021.50
04/10/2024,2028.39,2043.22,2044.27,2016.55
04/09/2024,2080.80,2079.35,2084.06,2065.13
04/08/2024,2073.71,2074.69,2079.03,2066.12
04/05/2024,2063.47,2051.88,2073.32,2048.25
04/04/2024,2053.83,2089.07,2101.47,2051.32
04/03/2024,2076.20,2056.69,2080.40,2052.10
04/02/2024,2065.04,2087.42,2087.42,2054.34
04/01/2024,2102.84,2125.91,2126.06,2100.14
03/28/2024,2124.55,2115.77,2135.46,2115.77
03/27/2024,2114.35,2079.70,2114.65,2079.70
03/26/2024,2070.16,2083.44,2093.52,2070.00
03/25/2024,2074.16,2075.06,2088.48,2074.16
03/22/2024,2072.00,2098.03,2099.11,2071.79
03/21/2024,2098.56,2087.85,2106.31,2087.85
03/20/2024,2074.88,2030.38,2081.33,2028.56
03/19/2024,2035.71,2012.03,2039.83,2009.81
03/18/2024,2024.74,2042.12,2044.07,2024.57
03/15/2024,2039.32,2020.63,2041.88,2018.95
03/14/2024,2031.18,2064.28,2064.28,2017.28
03/13/2024,2071.71,2062.75,2080.19,2062.35
03/12/2024,2065.48,2066.15,2072.95,2052.93
03/11/2024,2065.88,2075.74,2079.97,2063.78
03/08/2024,2082.71,2099.60,2115.95,2075.90
03/07/2024,2084.74,2079.32,2090.79,2079.32
03/06/2024,2068.09,2069.81,2075.65,2059.86
03/05/2024,2053.71,2060.73,2072.30,2048.13
03/04/2024,2074.31,2087.63,2091.80,2071.99
03/01/2024,2076.39,2058.48,2077.97,2052.43
02/29/2024,2054.84,2060.73,2072.97,2044.80
02/28/2024,2040.31,2043.04,2053.52,2038.63
02/27/2024,2056.11,2046.57,2058.06,2045.37
02/26/2024,2028.97,2012.93,2031.96,2011.86
02/23/2024,2016.69,2011.45,2026.43,2004.64
02/22/2024,2013.84,2003.51,2016.83,1998.80
02/21/2024,1994.74,1993.44,1997.60,1982.44
02/20/2024,2004.14,2008.78,2011.53,1998.09
02/16/2024,2032.74,2049.88,2052.98,2032.16
02/15/2024,2061.48,2027.53,2062.80,2027.06
02/14/2024,2012.10,1992.13,2014.06,1983.10
02/13/2024,1964.17,1987.26,1992.98,1950.47
02/12/2024,2045.26,2014.69,2052.00,2014.69
02/09/2024,2009.99,1984.11,2010.77,1984.11
02/08/2024,1979.70,1949.76,1980.15,1948.64
02/07/2024,1950.36,1954.36,1958.07,1939.97
02/06/2024,1953.63,1936.77,1954.04,1932.08
02/05/2024,1937.24,1951.77,1951.77,1921.36
02/02/2024,1962.73,1950.78,1971.51,1944.60
02/01/2024,1974.42,1959.58,1974.42,1936.23
01/31/2024,1947.34,1989.32,2003.15,1946.89
01/30/2024,1996.24,2002.36,2005.22,1990.82
01/29/2024,2011.42,1978.14,2011.65,1972.78
01/26/2024,1978.33,1986.67,1993.44,1974.63
01/25/2024,1975.88,1987.25,1989.21,1963.89
01/24/2024,1961.86,2000.18,2000.18,1960.48
01/23/2024,1976.27,2000.59,2001.14,1969.94
01/22/2024,1983.38,1960.94,1984.12,1960.94
01/19/2024,1944.39,1934.09,1944.39,1914.47
01/18/2024,1923.65,1924.01,1926.05,1901.65
01/17/2024,1913.17,1899.18,1914.21,1898.24
01/16/2024,1927.30,1934.64,1939.81,1921.81
01/12/2024,1950.96,1977.88,1983.81,1947.50
01/11/2024,1955.46,1963.11,1964.23,1934.32
01/10/2024,1970.26,1965.47,1971.25,1953.00
01/09/2024,1968.04,1964.72,1975.23,1957.41
01/08/2024,1989.01,1948.90,1989.01,1944.86
01/05/2024,1951.14,1943.50,1967.99,1941.77
01/04/2024,1957.73,1964.35,1970.54,1956.70
01/03/2024,1959.20,1995.17,1995.17,1958.03
01/02/2024,2012.80,2012.75,2032.49,2003.41
12/29/2023,2027.07,2054.23,2056.62,2027.07
12/28/2023,2058.34,2058.18,2068.85,2053.64
12/27/2023,2066.21,2063.59,2071.78,2056.37
12/26/2023,2059.19,2043.14,2064.64,2039.35
12/22/2023,2033.96,2028.22,2042.47,2025.75
12/21/2023,2017.06,2005.82,2017.18,1997.45
12/20/2023,1982.84,2016.87,2039.81,1982.56
12/19/2023,2020.95,1996.33,2024.25,1995.24
12/18/2023,1982.42,1991.61,1996.51,1980.75
12/15/2023,1985.13,2005.15,2009.08,1975.13
12/14/2023,2000.51,1966.88,2008.66,1966.88
12/13/2023,1947.51,1882.14,1948.05,1870.34
12/12/2023,1881.27,1883.18,1887.95,1871.01
12/11/2023,1883.68,1879.66,1885.42,1873.58
12/08/2023,1880.82,1866.77,1887.81,1863.66
12/07/2023,1868.25,1854.53,1868.25,1848.78
12/06/2023,1852.05,1864.23,1888.72,1851.96
12/05/2023,1856.04,1876.60,1876.60,1855.05
12/04/2023,1882.02,1857.17,1882.09,1854.38
12/01/2023,1862.64,1806.13,1863.66,1800.81
11/30/2023,1809.02,1808.62,1816.53,1805.22
11/29/2023,1803.81,1804.23,1827.06,1801.91
11/28/2023,1792.81,1799.71,1804.11,1789.20
11/27/2023,1801.15,1801.03,1804.50,1790.95
11/24/2023,1807.50,1794.99,1810.26,1789.88
11/22/2023,1795.54,1792.51,1803.12,1789.88
11/21/2023,1783.26,1799.33,1799.33,1783.26
11/20/2023,1807.08,1798.56,1809.21,1794.71
11/17/2023,1797.77,1784.86,1798.44,1784.86
11/16/2023,1773.76,1797.00,1797.00,1767.42
11/15/2023,1801.22,1798.20,1830.00,1797.59
11/14/2023,1798.32,1741.74,1798.32,1741.74
11/13/2023,1705.50,1698.74,1709.57,1690.92
11/10/2023,1705.32,1692.77,1709.24,1684.20
11/09/2023,1687.24,1720.70,1724.83,1685.27
11/08/2023,1714.07,1732.96,1733.11,1709.24
11/07/2023,1733.15,1733.73,1739.26,1723.55
11/06/2023,1737.94,1760.18,1760.86,1731.68
11/03/2023,1760.70,1733.61,1770.58,1733.61
11/02/2023,1714.21,1684.45,1714.61,1684.45
11/01/2023,1669.70,1661.41,1669.79,1649.06
10/31/2023,1662.28,1648.60,1663.50,1644.99
10/30/2023,1647.29,1646.36,1657.32,1635.41
10/27/2023,1636.94,1660.74,1661.19,1633.67
10/26/2023,1657.00,1656.61,1670.09,1648.83
10/25/2023,1651.43,1666.84,1668.17,1649.85
10/24/2023,1679.50,1677.74,1690.41,1671.27
10/23/2023,1665.88,1671.76,1687.74,1662.64
10/20/2023,1680.79,1705.55,1706.02,1680.09
10/19/2023,1702.70,1725.70,1734.58,1700.24
10/18/2023,1728.81,1752.92,1752.92,1727.24
10/17/2023,1766.05,1735.75,1779.85,1735.71
10/16/2023,1747.06,1734.13,1749.21,1728.18
10/13/2023,1719.71,1738.09,1740.57,1715.32
10/12/2023,1734.25,1774.34,1774.92,1725.44
10/11/2023,1773.30,1777.57,1786.64,1761.81
10/10/2023,1775.95,1759.52,1785.89,1759.52
10/09/2023,1755.99,1738.39,1761.02,1735.73
10/06/2023,1745.56,1723.71,1754.25,1713.92
10/05/2023,1731.51,1724.69,1734.31,1717.34
10/04/2023,1729.01,1727.09,1731.23,1709.59
10/03/2023,1727.15,1749.19,1749.19,1721.48
10/02/2023,1756.82,1780.86,1782.02,1749.43
09/29/2023,1785.10,1805.47,1809.69,1781.05
09/28/2023,1794.31,1778.03,1802.61,1777.89
09/27/2023,1778.90,1771.16,1786.60,1765.64
09/26/2023,1761.61,1774.64,1786.05,1761.61
09/25/2023,1784.24,1768.67,1788.03,1766.54
09/22/2023,1776.50,1787.52,1791.14,1776.50
09/21/2023,1781.83,1795.22,1795.80,1781.82
09/20/2023,1810.10,1834.44,1843.50,1810.08
09/19/2023,1826.53,1834.39,1840.56,1823.05
09/18/2023,1834.30,1847.71,1847.71,1834.30
09/15/2023,1847.03,1861.56,1861.68,1840.00
09/14/2023,1866.63,1855.30,1868.17,1854.37
09/13/2023,1840.84,1855.25,1857.00,1837.56
09/12/2023,1855.32,1851.57,1864.33,1851.29
09/11/2023,1855.14,1863.11,1866.55,1853.88
09/08/2023,1851.54,1856.05,1857.86,1848.59
09/07/2023,1855.76,1871.62,1871.62,1848.72
09/06/2023,1874.28,1880.74,1890.83,1864.46
09/05/2023,1880.45,1916.28,1916.28,1880.45
09/01/2023,1920.83,1908.17,1926.81,1908.17
08/31/2023,1899.68,1904.36,1913.20,1898.95
08/30/2023,1903.21,1893.47,1908.89,1889.28
08/29/2023,1895.54,1868.67,1896.66,1864.15
08/28/2023,1869.01,1859.33,1877.45,1859.33
08/25/2023,1853.63,1850.61,1861.85,1831.95
08/24/2023,1846.28,1868.32,1871.86,1845.98
08/23/2023,1870.03,1851.86,1873.48,1849.83
08/22/2023,1850.84,1860.00,1866.19,1847.27
08/21/2023,1856.01,1860.13,1863.71,1846.30
08/18/2023,1859.42,1841.01,1864.68,1830.84
08/17/2023,1850.06,1874.16,1877.83,1850.06
08/16/2023,1871.52,1893.98,1901.43,1871.52
08/15/2023,1895.75,1913.63,1913.63,1895.75
08/14/2023,1920.49,1919.95,1920.90,1903.52
08/11/2023,1925.11,1918.20,1929.38,1914.10
08/10/2023,1922.62,1933.98,1953.14,1916.61
08/09/2023,1930.77,1946.66,1946.66,1925.13
08/08/2023,1947.42,1945.10,1947.63,1924.23
08/07/2023,1958.94,1959.12,1961.49,1944.81
08/04/2023,1957.46,1961.77,1977.49,1955.14
08/03/2023,1961.40,1962.40,1970.54,1948.70
08/02/2023,1966.83,1981.28,1981.28,1957.13
08/01/2023,1994.17,1996.89,1996.89,1976.79
07/31/2023,2003.18,1984.80,2003.62,1984.80
07/28/2023,1981.54,1964.97,1983.84,1964.97
07/27/2023,1954.90,1988.62,1994.82,1949.09
07/26/2023,1980.36,1964.57,1984.78,1962.49
07/25/2023,1966.11,1963.62,1976.93,1961.42
07/24/2023,1965.68,1961.04,1973.32,1958.33
07/21/2023,1960.26,1976.94,1981.64,1958.74
07/20/2023,1967.16,1984.52,1984.52,1960.17
07/19/2023,1984.89,1981.78,1990.25,1977.25
07/18/2023,1976.07,1952.11,1977.58,1952.11
07/17/2023,1951.27,1929.42,1958.05,1926.64
07/14/2023,1931.09,1949.86,1949.86,1920.34
07/13/2023,1950.89,1937.90,1952.54,1936.51
07/12/2023,1933.38,1931.83,1944.23,1931.28
07/11/2023,1913.36,1899.26,1915.18,1895.88
07/10/2023,1895.25,1862.21,1895.57,1860.42
07/07/2023,1864.66,1843.16,1878.90,1843.16
07/06/2023,1842.23,1867.13,1867.13,1823.91
07/05/2023,1872.91,1891.96,1891.96,1872.91
07/03/2023,1896.78,1887.03,1898.60,1885.63
06/30/2023,1888.73,1889.20,1898.40,1887.55
06/29/2023,1881.59,1860.26,1883.77,1860.26
06/28/2023,1858.71,1847.60,1859.00,1842.30
06/27/2023,1849.93,1825.76,1855.11,1819.80
06/26/2023,1823.26,1821.34,1841.06,1819.80
06/23/2023,1821.63,1835.43,1838.16,1818.81
06/22/2023,1848.18,1860.03,1860.03,1843.92
06/21/2023,1863.01,1862.39,1873.96,1855.08
06/20/2023,1866.70,1871.49,1871.49,1856.20
06/16/2023,1875.47,1900.12,1906.83,1868.65
06/15/2023,1889.28,1870.17,1890.09,1866.26
06/14/2023,1874.10,1898.74,1904.92,1864.08
06/13/2023,1896.33,1878.09,1903.00,1878.09
06/12/2023,1873.21,1866.77,1880.45,1863.10
06/09/2023,1865.71,1881.27,1881.74,1862.50
06/08/2023,1880.78,1886.03,1886.03,1867.91
06/07/2023,1888.45,1861.20,1893.56,1861.20
06/06/2023,1855.40,1804.67,1859.39,1801.59
06/05/2023,1806.71,1825.77,1825.77,1797.27
06/02/2023,1830.91,1782.34,1831.71,1782.34
06/01/2023,1767.94,1750.86,1773.01,1744.37
05/31/2023,1749.65,1761.33,1765.41,1736.82
05/30/2023,1767.29,1776.61,1784.71,1761.35
05/26/2023,1773.02,1755.36,1774.69,1755.29
