Date,Close/Last,Open,High,Low
04/17/2025,18258.09,18369.9,18401.05,18144.46
04/16/2025,18257.64,18475.76,18597.32,17995.96
04/15/2025,18830.23,18831.98,19004.17,18754.87
04/14/2025,18796.02,19095.49,19115.15,18614.75
04/11/2025,18690.05,18309.29,18728.95,18153.32
04/10/2025,18343.57,18626.11,18710.58,17794.5
04/09/2025,19145.06,17116.53,19234.02,17082.35
04/08/2025,17090.4,18034.46,18207.01,16850.18
04/07/2025,17430.68,16771.77,18191.5,16542.2
04/04/2025,17397.69,18022.16,18089.25,17387.83
04/03/2025,18521.48,18774.15,18902.07,18502.97
04/02/2025,19581.78,19182.39,19707.34,19157.2
04/01/2025,19436.42,19192.77,19468.62,19095.17
03/31/2025,19278.45,18998.54,19316.07,18799.2
03/28/2025,19281.4,19718.46,19752.45,19241.54
03/27/2025,19798.62,19814.61,20003.36,19740.22
03/26/2025,19916.99,20239.05,20270.19,19848.49
03/25/2025,20287.83,20196.5,20292.19,20164.07
03/24/2025,20180.44,20041.21,20208.84,20024.97
03/21/2025,19753.97,19466.44,19767.98,19409.18
03/20/2025,19677.61,19558.28,19888.85,19549.31
03/19/2025,19736.66,19576.32,19921.62,19497.79
03/18/2025,19483.36,19657.1,19676.05,19397.07
03/17/2025,19812.24,19670.69,19943.81,19622.47
03/14/2025,19704.64,19458.89,19729.21,19436.04
03/13/2025,19225.48,19534.37,19558.56,19152.57
03/12/2025,19596.02,19663.39,19756.09,19375.25
03/11/2025,19376.96,19405.52,19659.43,19180.56
03/10/2025,19430.95,19826.96,19867.08,19243.31
03/07/2025,20201.37,20015.62,20253.22,19736.81
03/06/2025,20052.63,20231.74,20473.4,19968.56
03/05/2025,20628.46,20363.22,20688.72,20182.57
03/04/2025,20352.53,20281.89,20688.46,20034.68
03/03/2025,20425.58,20989.58,21073.8,20279.5
02/28/2025,20884.41,20518.65,20900.77,20407.45
02/27/2025,20550.95,21281.36,21323.91,20540.68
02/26/2025,21132.92,21170.51,21350.52,21012.62
02/25/2025,21087.25,21318.77,21326.81,20930.58
02/24/2025,21352.08,21669.36,21727.58,21341.96
02/21/2025,21614.08,22110.54,22115.21,21597.16
02/20/2025,22068.06,22132.71,22148.44,21878.75
02/19/2025,22175.6,22121.73,22222.61,22045.75
02/18/2025,22164.61,22176.01,22191.37,22029.58
02/14/2025,22114.69,22038.61,22139.43,22010.35
02/13/2025,22030.71,21786.16,22038.15,21758.04
02/12/2025,21719.26,21475.41,21745.66,21454.19
02/11/2025,21693.52,21629.11,21776.25,21625.51
02/10/2025,21756.73,21670.06,21793.13,21645.17
02/07/2025,21491.31,21776.28,21869.32,21465.46
02/06/2025,21774.07,21674.17,21776.08,21618.25
02/05/2025,21658.16,21453.87,21662.98,21408.64
02/04/2025,21566.92,21319.58,21582.4,21308.24
02/03/2025,21297.58,21084.64,21406.58,21004.35
01/31/2025,21478.05,21661.56,21846.01,21425.79
01/30/2025,21508.12,21519.81,21623.45,21308.69
01/29/2025,21411.46,21473.01,21477.88,21251.8
01/28/2025,21463.04,21186.08,21500.73,21043.13
01/27/2025,21127.28,21000.17,21292.54,20974.9
01/24/2025,21774.01,21915.48,21945.48,21709.06
01/23/2025,21900.93,21737.24,21900.93,21722.04
01/22/2025,21853.0,21756.23,21943.04,21756.23
01/21/2025,21566.51,21557.82,21620.23,21379.06
01/17/2025,21441.15,21461.9,21515.76,21334.63
01/16/2025,21091.25,21324.97,21330.59,21087.85
01/15/2025,21237.85,21067.81,21286.01,21024.27
01/14/2025,20757.41,20896.36,20969.52,20622.72
01/13/2025,20784.72,20593.65,20797.1,20538.33
01/10/2025,20847.58,21012.29,21015.51,20718.78
01/08/2025,21180.96,21156.76,21242.61,20992.08
01/07/2025,21173.04,21619.89,21621.25,21101.09
01/06/2025,21559.5,21551.18,21703.49,21462.52
01/03/2025,21326.16,21096.79,21359.63,21075.89
01/02/2025,20975.62,21120.05,21236.59,20800.5
12/31/2024,21012.17,21256.02,21276.14,20979.52
12/30/2024,21197.09,21189.1,21346.06,21046.63
12/27/2024,21473.01,21633.1,21642.26,21292.19
12/26/2024,21768.31,21733.98,21837.7,21645.62
12/24/2024,21797.65,21564.37,21797.65,21558.97
12/23/2024,21503.17,21364.26,21510.09,21224.27
12/20/2024,21289.15,20939.64,21540.32,20913.72
12/19/2024,21110.51,21358.79,21413.74,21093.45
12/18/2024,21209.31,21979.53,22038.08,21146.83
12/17/2024,22001.08,22003.64,22062.0,21921.21
12/16/2024,22096.66,21891.36,22133.22,21879.74
12/13/2024,21780.25,21789.65,21886.74,21646.09
12/12/2024,21615.27,21652.85,21715.83,21596.66
12/11/2024,21763.98,21540.38,21784.71,21533.89
12/10/2024,21368.18,21492.51,21567.02,21313.27
12/09/2024,21440.82,21573.76,21609.99,21400.77
12/06/2024,21622.25,21458.58,21626.31,21449.62
12/05/2024,21425.22,21488.52,21517.49,21411.53
12/04/2024,21492.36,21361.81,21498.44,21340.84
12/03/2024,21229.32,21106.51,21235.79,21081.81
12/02/2024,21164.6,20971.76,21201.03,20971.76
11/29/2024,20930.37,20771.02,20956.31,20751.96
11/27/2024,20744.49,20852.43,20853.08,20615.42
11/26/2024,20922.9,20871.55,20944.9,20832.4
11/25/2024,20804.89,20918.76,20998.48,20712.38
11/22/2024,20776.23,20737.49,20797.24,20655.72
11/21/2024,20740.78,20775.27,20814.93,20436.8
11/20/2024,20667.1,20660.84,20676.57,20402.55
11/19/2024,20684.59,20435.68,20696.47,20423.3
11/18/2024,20539.19,20450.2,20622.28,20401.26
11/15/2024,20394.13,20679.98,20684.57,20315.08
11/14/2024,20896.67,21052.07,21067.66,20864.02
11/13/2024,21036.16,21049.66,21154.94,20955.24
11/12/2024,21070.79,21105.49,21144.67,20946.74
11/11/2024,21106.59,21171.24,21182.02,20993.48
11/08/2024,21117.18,21083.58,21155.0,21050.32
11/07/2024,21101.57,20896.41,21132.8,20896.41
11/06/2024,20781.33,20571.29,20807.03,20526.64
11/05/2024,20227.46,20042.93,20249.2,20042.93
11/04/2024,19963.6,20011.55,20106.99,19898.57
11/01/2024,20033.14,19955.83,20162.54,19950.99
10/31/2024,19890.42,20227.19,20227.19,19880.26
10/30/2024,20387.7,20510.92,20559.52,20378.75
10/29/2024,20550.65,20369.08,20600.1,20294.58
10/28/2024,20351.07,20455.01,20470.43,20344.82
10/25/2024,20352.02,20354.91,20552.82,20322.25
10/24/2024,20232.87,20197.62,20256.38,20116.88
10/23/2024,20066.96,20303.55,20312.78,19934.92
10/22/2024,20383.65,20256.97,20437.93,20218.85
10/21/2024,20361.47,20280.49,20386.68,20193.03
10/18/2024,20324.04,20288.48,20360.29,20273.55
10/17/2024,20190.42,20375.29,20377.65,20186.43
10/16/2024,20174.05,20172.87,20200.59,20036.73
10/15/2024,20159.83,20442.77,20484.31,20083.55
10/14/2024,20439.05,20366.06,20493.9,20355.06
10/11/2024,20271.97,20154.83,20313.2,20142.18
10/10/2024,20241.76,20165.25,20314.24,20117.2
10/09/2024,20268.86,20097.56,20284.42,20047.86
10/08/2024,20107.78,19902.21,20132.67,19881.08
10/07/2024,19800.74,19954.66,19990.12,19763.04
10/04/2024,20035.02,20025.16,20045.69,19829.49
10/03/2024,19793.34,19712.33,19902.7,19688.22
10/02/2024,19802.58,19725.95,19876.7,19630.91
10/01/2024,19773.3,20046.06,20056.2,19622.29
09/30/2024,20060.69,19959.26,20072.42,19852.85
09/27/2024,20008.62,20147.27,20152.53,19964.13
09/26/2024,20115.54,20273.3,20273.3,19966.99
09/25/2024,19972.61,19922.28,20043.43,19921.22
09/24/2024,19944.84,19917.56,19984.47,19739.67
09/23/2024,19852.2,19848.71,19892.78,19797.82
09/20/2024,19791.49,19816.29,19845.7,19632.73
09/19/2024,19839.83,19798.71,19951.79,19723.94
09/18/2024,19344.49,19478.51,19643.51,19330.81
09/17/2024,19432.4,19539.75,19596.34,19337.12
09/16/2024,19423.06,19412.79,19446.06,19294.18
09/13/2024,19514.58,19396.1,19556.8,19384.69
09/12/2024,19423.07,19236.42,19456.41,19166.8
09/11/2024,19237.3,18866.0,19266.39,18531.58
09/10/2024,18829.14,18722.15,18845.74,18570.67
09/09/2024,18660.78,18579.8,18693.86,18469.4
09/06/2024,18421.31,18903.03,18930.77,18400.97
09/05/2024,18930.33,18864.42,19102.35,18806.83
09/04/2024,18921.4,18832.64,19070.82,18808.76
09/03/2024,18958.73,19438.1,19438.1,18869.8
08/30/2024,19574.64,19506.27,19582.17,19326.61
08/29/2024,19325.45,19425.28,19622.73,19281.65
08/28/2024,19350.78,19567.45,19587.04,19221.48
08/27/2024,19581.52,19450.57,19617.92,19369.53
08/26/2024,19516.44,19679.24,19726.9,19437.34
08/23/2024,19720.87,19669.78,19818.4,19526.63
08/22/2024,19491.84,19911.28,19938.89,19459.86
08/21/2024,19824.84,19758.47,19885.34,19690.64
08/20/2024,19719.82,19736.35,19835.38,19652.18
08/19/2024,19766.49,19521.93,19767.43,19445.1
08/16/2024,19508.52,19393.73,19561.24,19376.72
08/15/2024,19490.15,19251.86,19502.92,19239.94
08/14/2024,19022.68,19043.76,19103.0,18837.1
08/13/2024,19006.43,18724.84,19013.01,18723.74
08/12/2024,18542.03,18548.23,18665.75,18433.61
08/09/2024,18513.1,18373.89,18567.63,18313.78
08/08/2024,18413.82,18102.05,18445.41,17965.07
08/07/2024,17867.37,18345.45,18445.75,17851.08
08/06/2024,18077.92,17961.45,18368.68,17858.82
08/05/2024,17895.15,17444.4,18169.49,17435.39
08/02/2024,18440.84,18494.24,18628.78,18263.5
08/01/2024,18890.39,19375.97,19538.97,18737.09
07/31/2024,19362.43,19222.85,19426.62,19162.91
07/30/2024,18796.27,19129.56,19165.42,18667.22
07/29/2024,19059.49,19122.43,19224.59,18974.51
07/26/2024,19023.66,18990.2,19142.68,18899.31
07/25/2024,18830.58,19041.15,19227.2,18721.71
07/24/2024,19032.39,19475.66,19482.55,19005.47
07/23/2024,19754.34,19783.33,19904.6,19736.22
07/22/2024,19822.87,19751.02,19861.72,19638.37
07/19/2024,19522.62,19687.8,19784.48,19479.38
07/18/2024,19705.09,19936.24,19947.98,19575.79
07/17/2024,19799.14,20041.31,20080.27,19793.75
07/16/2024,20398.62,20441.53,20477.0,20266.51
07/15/2024,20386.88,20401.02,20585.17,20304.53
07/12/2024,20331.49,20226.23,20526.08,20217.99
07/11/2024,20211.36,20661.41,20672.1,20165.0
07/10/2024,20675.38,20533.27,20690.97,20479.94
07/09/2024,20453.02,20504.17,20543.9,20395.57
07/08/2024,20439.54,20393.89,20455.38,20363.37
07/05/2024,20391.97,20224.13,20406.99,20201.5
07/03/2024,20186.63,19995.28,20186.63,19995.28
07/02/2024,20011.89,19746.22,20014.92,19741.81
07/01/2024,19812.22,19720.11,19827.75,19577.54
06/28/2024,19682.87,19817.0,20017.71,19665.85
06/27/2024,19789.03,19740.51,19850.81,19701.34
06/26/2024,19751.05,19671.07,19763.55,19654.18
06/25/2024,19701.13,19555.84,19712.42,19523.51
06/24/2024,19474.62,19648.23,19723.2,19472.53
06/21/2024,19700.43,19722.37,19801.97,19643.52
06/20/2024,19752.3,19962.97,19979.93,19685.03
06/18/2024,19908.86,19904.43,19940.5,19837.86
06/17/2024,19902.75,19681.86,19977.84,19623.71
06/14/2024,19659.8,19557.22,19664.59,19534.62
06/13/2024,19576.92,19609.05,19639.45,19473.71
06/12/2024,19465.18,19358.26,19556.9,19347.28
06/11/2024,19210.18,19031.4,19212.63,18966.56
06/10/2024,19074.67,18945.31,19089.83,18940.71
06/07/2024,19000.95,18992.58,19113.88,18958.68
06/06/2024,19021.19,19053.01,19071.79,18978.86
06/05/2024,19035.05,18791.28,19035.87,18768.25
06/04/2024,18654.84,18598.0,18697.95,18521.85
06/03/2024,18600.97,18666.72,18707.22,18392.57
05/31/2024,18536.65,18550.8,18574.56,18189.78
05/30/2024,18538.66,18683.25,18705.26,18487.76
05/29/2024,18736.75,18708.07,18814.82,18706.62
05/28/2024,18869.44,18855.15,18875.2,18755.94
05/24/2024,18808.35,18669.36,18851.99,18664.79
05/23/2024,18623.39,18907.14,18907.54,18554.89
05/22/2024,18705.2,18733.54,18756.69,18606.16
05/21/2024,18713.8,18603.99,18721.18,18589.91
05/20/2024,18674.19,18559.22,18703.83,18549.84
05/17/2024,18546.23,18571.82,18590.37,18462.25
05/16/2024,18557.96,18589.98,18669.5,18553.3
05/15/2024,18596.65,18412.81,18607.53,18359.32
05/14/2024,18322.77,18187.51,18339.58,18175.3
05/13/2024,18198.61,18228.4,18233.5,18147.57
05/10/2024,18161.18,18171.15,18247.61,18099.73
05/09/2024,18113.46,18095.8,18138.02,18012.62
05/08/2024,18085.01,17987.7,18135.34,17987.7
05/07/2024,18091.45,18106.33,18156.32,18061.61
05/06/2024,18093.57,17950.98,18094.46,17937.28
05/03/2024,17890.8,17848.66,17926.98,17784.78
05/02/2024,17541.54,17474.92,17575.8,17290.64
05/01/2024,17318.55,17382.78,17667.86,17284.37
04/30/2024,17440.69,17720.35,17768.87,17440.69
04/29/2024,17782.72,17801.14,17820.0,17671.03
04/26/2024,17718.3,17566.22,17772.78,17533.08
04/25/2024,17430.5,17205.28,17474.46,17172.42
04/24/2024,17526.8,17613.66,17653.66,17435.33
04/23/2024,17471.47,17297.24,17513.31,17277.25
04/22/2024,17210.89,17161.11,17305.15,17010.25
04/19/2024,17037.65,17334.71,17362.28,16973.94
04/18/2024,17394.31,17514.77,17590.81,17376.49
04/17/2024,17493.62,17785.82,17788.54,17459.57
04/16/2024,17713.66,17691.45,17817.73,17660.89
04/15/2024,17706.83,18143.25,18152.08,17676.35
04/12/2024,18003.49,18117.67,18166.49,17952.09
04/11/2024,18307.98,18085.11,18337.15,17998.25
04/10/2024,18011.65,17957.96,18040.83,17932.42
04/09/2024,18169.9,18188.87,18210.02,17973.07
04/08/2024,18100.19,18130.44,18178.66,18050.69
04/05/2024,18108.46,17940.28,18202.96,17912.86
04/04/2024,17878.78,18331.02,18362.29,17875.75
04/03/2024,18160.19,18054.44,18238.67,18045.42
04/02/2024,18121.78,18076.43,18135.57,18002.27
04/01/2024,18293.2,18280.82,18391.58,18211.28
03/28/2024,18254.69,18263.41,18308.32,18231.38
03/27/2024,18280.84,18338.19,18344.09,18168.2
03/26/2024,18210.54,18329.29,18378.7,18207.88
03/25/2024,18277.06,18215.54,18337.35,18189.28
03/22/2024,18339.44,18293.15,18386.25,18267.49
03/21/2024,18320.38,18438.24,18464.7,18317.1
03/20/2024,18240.11,18067.7,18249.12,18003.24
03/19/2024,18032.2,17902.52,18039.82,17809.15
03/18/2024,17985.01,18024.24,18124.32,17973.09
03/15/2024,17808.25,17926.92,17930.47,17764.99
03/14/2024,18014.81,18114.69,18142.9,17913.63
03/13/2024,18068.47,18151.76,18163.74,18030.4
03/12/2024,18219.11,18063.02,18228.37,17919.33
03/11/2024,17951.69,17959.68,18003.05,17873.33
03/08/2024,18018.45,18312.78,18416.73,17995.38
03/07/2024,18297.99,18161.73,18337.95,18101.43
03/06/2024,18017.57,18083.51,18142.88,17941.64
03/05/2024,17897.87,18088.71,18097.5,17804.5
03/04/2024,18226.48,18290.1,18313.43,18218.25
03/01/2024,18302.91,18069.29,18333.26,18064.44
02/29/2024,18043.85,17991.67,18068.52,17866.26
02/28/2024,17874.5,17895.03,17931.01,17840.36
02/27/2024,17971.05,17962.58,17987.54,17871.06
02/26/2024,17933.33,17970.21,18014.11,17926.66
02/23/2024,17937.61,18052.59,18091.62,17902.78
02/22/2024,18004.7,17857.76,18034.8,17808.26
02/21/2024,17478.91,17412.79,17482.13,17319.44
02/20/2024,17546.1,17591.17,17657.08,17399.41
02/16/2024,17685.98,17853.59,17864.16,17663.4
02/15/2024,17845.72,17815.32,17864.58,17722.31
02/14/2024,17807.63,17728.9,17815.18,17619.92
02/13/2024,17600.42,17519.8,17717.67,17478.23
02/12/2024,17882.66,17942.28,18041.45,17859.66
02/09/2024,17962.41,17820.98,17987.9,17798.81
02/08/2024,17783.17,17757.6,17814.12,17728.55
02/07/2024,17755.07,17674.59,17784.17,17637.73
02/06/2024,17572.73,17664.44,17680.62,17475.43
02/05/2024,17613.04,17634.69,17655.77,17469.62
02/02/2024,17642.73,17415.94,17682.29,17378.37
02/01/2024,17344.71,17216.99,17356.76,17175.83
01/31/2024,17137.24,17269.98,17375.32,17128.74
01/30/2024,17476.71,17596.27,17578.46,17443.77
01/29/2024,17596.27,17438.03,17603.95,17414.62
01/26/2024,17421.01,17432.87,17514.76,17395.54
01/25/2024,17516.99,17589.27,17631.34,17430.37
01/24/2024,17499.3,17562.32,17665.26,17481.97
01/23/2024,17404.21,17346.95,17410.86,17286.02
01/22/2024,17330.38,17403.62,17450.3,17309.87
01/19/2024,17314.0,17060.14,17317.21,17041.85
01/18/2024,16982.29,16894.33,16996.98,16818.13
01/17/2024,16736.28,16705.51,16749.11,16561.49
01/16/2024,16830.71,16775.1,16895.33,16726.59
01/12/2024,16832.92,16855.0,16900.37,16776.92
01/11/2024,16820.9,16852.19,16898.16,16618.86
01/10/2024,16793.05,16702.55,16827.37,16654.74
01/09/2024,16678.7,16531.96,16710.88,16513.73
01/08/2024,16649.87,16354.22,16655.23,16349.39
01/05/2024,16305.98,16281.74,16415.39,16249.19
01/04/2024,16282.01,16290.77,16419.44,16276.43
01/03/2024,16368.49,16413.26,16471.08,16352.14
01/02/2024,16543.94,16667.3,16686.6,16453.15
12/29/2023,16825.93,16902.44,16919.51,16757.89
12/28/2023,16898.47,16963.52,16969.17,16891.32
12/27/2023,16906.8,16896.14,16922.01,16859.55
12/26/2023,16878.46,16816.78,16907.51,16813.57
12/22/2023,16777.4,16799.02,16839.25,16703.57
12/21/2023,16757.41,16719.61,16768.02,16621.52
12/20/2023,16554.16,16763.64,16860.68,16552.06
12/19/2023,16811.85,16734.25,16813.01,16733.38
12/18/2023,16729.8,16631.11,16764.32,16629.29
12/15/2023,16623.45,16587.0,16669.77,16557.01
12/14/2023,16537.83,16603.54,16660.71,16419.26
12/13/2023,16562.37,16392.18,16581.04,16357.21
12/12/2023,16354.25,16209.61,16354.25,16175.46
12/11/2023,16221.73,16069.61,16232.26,16061.87
12/08/2023,16084.69,15952.85,16100.86,15937.58
12/07/2023,16022.49,15888.23,16042.51,15875.48
12/06/2023,15788.05,15990.2,15990.94,15776.95
12/05/2023,15877.71,15763.65,15931.84,15760.59
12/04/2023,15839.67,15837.12,15852.45,15695.58
12/01/2023,15997.58,15892.59,16013.75,15834.93
11/30/2023,15947.87,15987.66,16013.48,15825.67
11/29/2023,15987.6,16111.36,16166.51,15976.69
11/28/2023,16010.43,15940.29,16031.52,15921.07
11/27/2023,15961.98,15969.72,16045.3,15932.19
11/24/2023,15982.01,15974.85,16007.43,15940.62
11/22/2023,16001.39,16025.74,16119.31,15964.04
11/21/2023,15933.62,15951.55,15968.09,15866.82
11/20/2023,16027.06,15845.2,16056.76,15844.83
11/17/2023,15837.99,15803.98,15876.87,15766.94
11/16/2023,15833.17,15765.2,15842.63,15738.22
11/15/2023,15817.18,15881.72,15904.63,15765.31
11/14/2023,15812.47,15744.36,15850.34,15726.12
11/13/2023,15482.79,15469.21,15524.66,15404.71
11/10/2023,15529.12,15252.36,15535.2,15237.17
11/09/2023,15187.9,15351.12,15382.11,15171.32
11/08/2023,15313.24,15313.9,15343.19,15220.88
11/07/2023,15296.02,15201.77,15335.44,15153.31
11/06/2023,15154.93,15137.16,15180.19,15064.91
11/03/2023,15099.49,14985.12,15149.78,14965.29
11/02/2023,14919.55,14856.95,14930.76,14792.81
11/01/2023,14664.91,14453.68,14677.86,14441.89
10/31/2023,14409.78,14340.86,14420.44,14232.4
10/30/2023,14335.51,14283.98,14388.2,14225.86
10/27/2023,14180.42,14245.75,14321.04,14130.37
10/26/2023,14109.57,14314.01,14372.51,14058.33
10/25/2023,14381.64,14642.08,14643.69,14362.24
10/24/2023,14745.85,14678.41,14774.16,14610.33
10/23/2023,14604.85,14514.11,14746.37,14419.06
10/20/2023,14560.88,14752.59,14781.22,14552.12
10/19/2023,14783.13,14981.13,15023.91,14749.3
10/18/2023,14909.26,15022.28,15103.87,14865.81
10/17/2023,15122.01,15009.26,15187.06,14932.77
10/16/2023,15172.73,15054.48,15209.5,15047.27
10/13/2023,14995.12,15225.73,15232.37,14943.42
10/12/2023,15184.1,15264.11,15333.98,15090.69
10/11/2023,15241.12,15194.53,15248.22,15119.62
10/10/2023,15131.52,15074.04,15241.94,15050.54
10/09/2023,15047.15,14871.57,15070.64,14816.32
10/06/2023,14973.24,14622.23,15021.38,14575.95
10/05/2023,14723.22,14769.55,14784.69,14584.39
10/04/2023,14776.25,14613.23,14803.04,14592.56
10/03/2023,14565.62,14744.05,14819.87,14504.14
10/02/2023,14837.57,14717.9,14892.18,14701.52
09/29/2023,14715.24,14853.35,14901.85,14664.78
09/28/2023,14702.77,14530.96,14787.58,14510.17
09/27/2023,14580.16,14600.14,14657.21,14432.6
09/26/2023,14545.83,14668.45,14678.48,14505.68
09/25/2023,14768.9,14662.69,14771.12,14615.45
09/22/2023,14701.1,14756.62,14855.92,14686.84
09/21/2023,14694.24,14813.48,14849.25,14691.69
09/20/2023,14969.92,15225.34,15245.19,14967.6
09/19/2023,15191.23,15152.53,15219.92,15069.41
09/18/2023,15225.37,15161.17,15268.96,15155.46
09/15/2023,15202.4,15425.95,15435.45,15173.71
09/14/2023,15473.89,15433.01,15512.82,15337.18
09/13/2023,15348.53,15293.27,15414.61,15256.6
09/12/2023,15289.74,15390.59,15447.85,15278.88
09/11/2023,15461.87,15409.77,15482.84,15328.35
09/08/2023,15280.23,15265.57,15374.22,15244.06
09/07/2023,15258.52,15174.22,15288.2,15138.73
09/06/2023,15371.44,15467.32,15487.0,15289.48
09/05/2023,15508.24,15460.52,15556.85,15419.96
09/01/2023,15490.86,15600.95,15618.85,15429.36
08/31/2023,15501.07,15475.43,15575.01,15466.41
08/30/2023,15462.43,15386.67,15484.83,15341.94
08/29/2023,15376.55,15043.02,15391.56,15034.54
08/28/2023,15052.46,15035.48,15086.23,14948.92
08/25/2023,14941.83,14858.93,15001.29,14715.36
08/24/2023,14816.44,15278.93,15279.24,14814.83
08/23/2023,15148.06,14947.58,15188.86,14947.58
08/22/2023,14908.96,15035.07,15037.79,14883.98
08/21/2023,14936.69,14762.01,14958.87,14739.37
08/18/2023,14694.84,14589.71,14744.57,14557.83
08/17/2023,14715.81,14943.34,14949.58,14698.29
08/16/2023,14876.47,15021.63,15077.05,14874.02
08/15/2023,15037.65,15172.08,15192.88,15014.36
08/14/2023,15205.59,14988.42,15206.26,14972.01
08/11/2023,15028.07,15010.52,15102.53,14973.67
08/10/2023,15128.84,15217.29,15366.29,15072.49
08/09/2023,15101.71,15286.99,15288.76,15077.91
08/08/2023,15273.05,15279.41,15295.8,15148.25
08/07/2023,15407.85,15355.62,15410.85,15258.92
08/04/2023,15274.92,15420.74,15523.31,15258.69
08/03/2023,15353.54,15287.77,15436.59,15270.72
08/02/2023,15370.74,15561.15,15561.36,15321.44
08/01/2023,15718.01,15696.98,15748.43,15636.57
07/31/2023,15757.0,15774.3,15803.55,15702.74
07/28/2023,15750.93,15630.17,15788.48,15617.75
07/27/2023,15464.93,15734.03,15795.51,15416.05
07/26/2023,15499.26,15514.04,15571.16,15411.91
07/25/2023,15561.42,15483.06,15622.69,15482.04
07/24/2023,15448.02,15475.15,15504.67,15374.66
07/21/2023,15425.67,15554.95,15600.54,15410.57
07/20/2023,15466.09,15717.67,15771.84,15429.87
07/19/2023,15826.35,15888.16,15932.05,15781.96
07/18/2023,15841.35,15671.72,15895.68,15607.71
07/17/2023,15713.28,15608.28,15745.67,15576.51
07/14/2023,15565.6,15610.0,15720.06,15531.0
07/13/2023,15571.98,15432.48,15602.74,15420.71
07/12/2023,15307.23,15279.35,15364.09,15209.71
07/11/2023,15119.06,15068.13,15135.29,14974.16
07/10/2023,15045.64,15031.95,15066.44,14924.64
07/07/2023,15036.85,15070.5,15210.63,15032.56
07/06/2023,15089.45,15054.1,15106.45,14969.14
07/05/2023,15203.78,15165.36,15275.18,15162.66
07/03/2023,15208.69,15190.54,15232.96,15153.6
06/30/2023,15179.21,15085.24,15213.75,15081.57
06/29/2023,14939.95,14965.55,14986.89,14876.94
06/28/2023,14964.57,14876.25,15051.08,14865.81
06/27/2023,14945.91,14751.57,14972.31,14726.75
06/26/2023,14689.02,14866.66,14982.82,14687.02
06/23/2023,14891.48,14879.23,14983.73,14821.81
06/22/2023,15042.32,14797.89,15044.22,14794.95
06/21/2023,14867.45,15019.01,15038.9,14826.02
06/20/2023,15070.15,15036.48,15127.42,14946.72
06/16/2023,15083.92,15272.65,15284.65,15073.45
06/15/2023,15185.48,14949.7,15246.62,14930.12
06/14/2023,15005.69,14894.1,15017.1,14784.62
06/13/2023,14900.85,14911.26,14931.83,14770.14
06/12/2023,14784.3,14617.35,14789.6,14571.36
06/09/2023,14528.36,14574.24,14672.85,14487.48
06/08/2023,14484.54,14319.24,14503.31,14314.69
06/07/2023,14303.29,14573.27,14647.91,14283.88
06/06/2023,14558.09,14526.1,14593.5,14476.99
06/05/2023,14556.5,14550.13,14662.95,14516.88
06/02/2023,14546.64,14517.08,14595.81,14442.15
06/01/2023,14441.51,14269.09,14493.31,14219.94
05/31/2023,14254.09,14293.56,14375.38,14216.16
05/30/2023,14354.99,14465.59,14520.17,14301.08
05/26/2023,14298.41,13990.55,14329.49,13982.16
